user_id,plan_type,subscription_days,cohort_month,acquisition_channel,cac,is_new_user,active_days_l30,watch_sessions_l30,total_watch_time_l30,active_days_l60,watch_sessions_l60,total_watch_time_l60,active_days_l90,watch_sessions_l90,total_watch_time_l90,completion_rate_l30,binge_sessions_l30,content_diversity_score,avg_session_duration,last_watch_days_ago,trial_user,is_paid,churned_90d
U03890,Family,373,2025-02,paid,95,0,21,29,116,26,37,149,30,41,166,0.63,0,0.29,64,23,0,1,0
U03891,Family,238,2025-06,paid,136,0,5,14,28,6,19,38,8,22,45,0.6,0,0.29,23,27,0,1,0
U03892,Family,474,2023-04,organic,0,0,4,10,40,4,12,49,8,21,86,0.58,14,0.78,36,15,0,1,0
U03893,Hollywood,270,2025-03,organic,0,0,8,7,21,12,10,32,13,12,36,0.69,4,0.22,30,28,0,1,0
U03894,Hollywood,372,2025-06,paid,111,0,2,3,9,3,4,14,3,5,15,0.8,1,0.22,53,27,0,1,0
U03895,Hollywood,225,2023-02,paid,97,0,14,21,42,21,31,63,29,44,88,0.23,13,0.53,46,17,0,1,0
U03896,Family,294,2024-02,paid,127,0,7,12,36,9,16,49,10,18,54,0.78,7,0.4,51,41,0,1,0
U03897,Family,70,2025-05,paid,96,0,21,29,58,26,36,72,35,48,97,0.34,13,0.73,66,42,0,1,1
U03898,Family,108,2024-12,paid,134,0,6,13,39,7,16,50,10,22,67,0.26,5,0.34,57,38,0,1,1
U03899,Hollywood,267,2025-09,paid,142,0,5,14,42,7,21,64,9,25,76,0.68,12,0.4,64,19,0,1,0
U03900,Hollywood,390,2025-10,organic,0,0,13,15,30,16,19,38,22,26,52,0.76,2,0.53,38,3,0,1,0
U03901,Family,412,2023-11,paid,84,0,10,12,24,13,15,31,20,24,49,0.52,14,0.27,24,32,0,1,0
U03902,Hollywood,92,2024-12,paid,82,0,11,15,30,14,19,38,17,23,47,0.59,10,0.31,36,31,0,1,0
U03903,Hollywood,373,2023-03,paid,76,0,5,9,18,6,11,23,10,18,36,0.88,13,0.7,64,12,0,1,0
U03904,Hollywood,291,2025-05,organic,0,0,19,17,68,27,24,99,29,26,104,0.69,11,0.89,29,36,0,1,0
U03905,Family,272,2024-10,paid,76,0,7,25,100,8,31,125,15,54,217,0.62,11,0.64,52,1,0,1,0
U03906,Hollywood,457,2023-10,organic,0,0,19,8,32,28,11,47,35,15,60,0.4,7,0.88,48,39,0,1,0
U03907,Hollywood,62,2024-09,organic,0,0,14,9,18,17,11,22,29,18,37,0.79,14,0.24,26,0,0,1,0
U03908,Family,79,2023-04,paid,86,0,14,13,26,21,19,39,19,18,36,0.71,13,0.5,34,24,0,1,0
U03909,Family,239,2025-11,paid,108,0,16,15,45,25,23,71,26,25,75,0.56,0,0.32,23,0,0,1,0
U03910,Hollywood,452,2023-06,paid,76,0,9,8,24,13,12,36,15,13,41,0.38,2,0.88,42,43,0,1,1
U03911,Hollywood,143,2024-01,paid,81,0,21,22,88,26,27,111,43,45,183,0.39,7,0.72,40,36,0,1,0
U03912,Family,459,2024-07,paid,119,0,7,14,56,9,18,75,12,24,98,0.69,4,0.88,40,13,0,1,0
U03913,Hollywood,481,2025-07,paid,93,0,18,17,34,26,25,50,26,25,50,0.84,1,0.3,68,37,0,1,0
U03914,Family,125,2023-03,paid,100,0,7,5,10,9,6,13,11,8,16,0.65,4,0.53,20,18,0,1,0
U03915,Hollywood,345,2023-10,organic,0,0,16,29,87,20,37,112,28,51,155,0.23,3,0.58,54,22,0,1,0
U03916,Family,394,2025-01,paid,147,0,6,13,52,8,19,77,13,28,112,0.64,8,0.88,34,21,0,1,0
U03917,Family,305,2024-05,organic,0,0,13,25,50,17,34,68,27,52,105,0.46,5,0.55,51,42,0,1,1
U03918,Family,286,2023-04,paid,109,0,6,8,32,9,12,50,11,15,62,0.38,1,0.86,29,27,0,1,0
U03919,Hollywood,431,2024-06,paid,103,0,12,15,60,14,18,72,18,23,94,0.38,5,0.69,51,38,0,1,1
U03920,Family,488,2023-04,paid,132,0,8,8,16,11,11,23,13,13,26,0.36,11,0.75,44,29,0,1,0
U03921,Family,118,2024-01,organic,0,0,5,7,28,7,10,42,7,9,39,0.6,9,0.83,60,1,0,1,0
U03922,Family,489,2025-08,paid,100,0,12,27,108,15,35,140,22,51,204,0.56,10,0.51,56,7,0,1,0
U03923,Hollywood,277,2024-05,organic,0,0,16,11,44,22,15,60,23,16,64,0.8,12,0.89,32,4,0,1,0
U03924,Family,426,2024-08,paid,88,0,13,17,51,17,22,66,21,28,85,0.81,14,0.79,35,19,0,1,0
U03925,Family,145,2024-10,paid,122,0,5,5,20,6,6,25,10,10,43,0.61,13,0.89,45,43,0,1,1
U03926,Family,395,2023-01,organic,0,0,8,11,33,12,16,50,13,19,57,0.31,14,0.54,51,21,0,1,0
U03927,Family,294,2023-07,organic,0,0,19,11,33,29,16,50,26,15,46,0.82,4,0.78,57,2,0,1,0
U03928,Hollywood,382,2025-11,paid,110,0,17,28,84,22,36,109,36,60,180,0.24,6,0.54,26,24,0,1,0
U03929,Family,450,2025-10,organic,0,0,4,8,16,5,11,23,8,16,32,0.46,6,0.48,68,32,0,1,1
U03930,Hollywood,358,2024-12,organic,0,0,10,9,27,13,11,35,15,13,41,0.21,1,0.48,51,43,0,1,1
U03931,Hollywood,164,2023-01,paid,73,0,5,12,24,7,18,37,10,24,48,0.76,12,0.41,57,42,0,1,1
U03932,Family,129,2024-03,paid,101,0,7,19,38,9,26,52,12,33,67,0.24,10,0.76,53,41,0,1,1
U03933,Family,316,2025-02,organic,0,0,14,19,38,17,24,48,21,29,59,0.22,14,0.86,44,9,0,1,0
U03934,Hollywood,247,2025-08,paid,88,0,7,9,27,10,13,41,13,17,53,0.6,1,0.32,33,3,0,1,0
U03935,Hollywood,151,2025-02,organic,0,0,7,6,24,9,8,32,11,9,37,0.64,11,0.41,49,41,0,1,1
U03936,Family,96,2024-07,paid,113,0,3,4,16,4,5,22,4,6,25,0.66,7,0.26,28,1,0,1,0
U03937,Family,56,2025-12,paid,90,0,17,17,51,20,20,62,34,34,102,0.6,4,0.59,48,28,0,1,0
U03938,Hollywood,360,2025-01,organic,0,0,11,23,69,16,35,105,21,44,133,0.64,5,0.84,63,19,0,1,0
U03939,Hollywood,436,2025-11,paid,85,0,4,5,15,5,6,19,6,8,24,0.5,0,0.31,25,36,0,1,1
U03940,Hollywood,240,2025-10,paid,93,0,14,17,34,22,27,54,29,36,72,0.9,6,0.8,28,20,0,1,0
U03941,Family,74,2024-02,paid,87,0,15,16,32,18,19,39,25,27,54,0.78,1,0.5,29,41,0,1,0
U03942,Hollywood,70,2023-03,paid,126,0,6,3,6,8,4,8,12,6,12,0.81,14,0.73,50,10,0,1,0
U03943,Hollywood,477,2025-05,paid,116,0,19,19,38,23,23,46,32,32,65,0.92,0,0.51,24,31,0,1,0
U03944,Hollywood,397,2023-03,organic,0,0,12,17,51,17,25,75,18,26,78,0.51,0,0.2,53,21,0,1,0
U03945,Family,265,2024-10,organic,0,0,5,17,34,7,26,53,9,33,66,0.76,4,0.45,54,8,0,1,0
U03946,Family,159,2025-09,organic,0,0,6,5,15,8,6,20,11,9,28,0.24,1,0.26,43,18,0,1,0
U03947,Family,417,2024-03,paid,85,0,14,13,39,22,20,62,21,20,60,0.41,4,0.57,69,22,0,1,0
U03948,Family,300,2025-05,paid,112,0,14,20,60,17,24,74,27,39,119,0.25,3,0.27,50,4,0,1,0
U03949,Family,358,2024-01,organic,0,0,3,9,18,4,12,24,5,17,34,0.57,2,0.58,20,10,0,1,0
U03950,Hollywood,281,2025-08,paid,117,0,21,25,50,27,32,65,30,36,72,0.82,7,0.27,33,20,0,1,0
U03951,Family,35,2024-10,organic,0,0,7,8,16,9,11,22,11,12,25,0.47,9,0.49,23,31,0,1,0
U03952,Family,351,2024-04,paid,142,0,17,19,76,27,30,120,24,27,110,0.48,11,0.89,38,33,0,1,0
U03953,Hollywood,97,2025-09,paid,148,0,19,25,75,23,30,91,32,42,127,0.65,3,0.67,52,7,0,1,0
U03954,Hollywood,74,2024-01,organic,0,0,5,15,60,6,20,83,9,27,109,0.39,10,0.52,39,13,0,1,0
U03955,Hollywood,414,2025-03,paid,94,0,9,15,60,13,23,92,14,23,93,0.82,13,0.67,20,27,0,1,0
U03956,Hollywood,48,2024-04,paid,88,0,9,17,51,13,26,79,14,26,80,0.8,9,0.85,39,14,0,1,0
U03957,Hollywood,301,2024-09,organic,0,0,4,3,12,5,3,15,6,5,20,0.38,4,0.66,67,10,0,1,0
U03958,Family,318,2025-03,organic,0,0,5,19,38,7,27,54,8,32,64,0.82,10,0.67,55,10,0,1,0
U03959,Hollywood,184,2025-10,organic,0,0,15,13,52,19,16,65,28,24,97,0.61,4,0.65,29,29,0,1,0
U03960,Family,346,2023-08,organic,0,0,11,4,12,13,5,15,17,6,18,0.38,2,0.63,52,37,0,1,1
U03961,Hollywood,455,2023-07,organic,0,0,19,13,26,30,20,41,28,19,39,0.72,2,0.61,29,15,0,1,0
U03962,Family,296,2024-05,organic,0,0,4,7,21,4,8,26,6,10,32,0.56,9,0.65,28,17,0,1,0
U03963,Family,422,2024-12,organic,0,0,9,6,12,11,7,15,13,9,18,0.33,2,0.27,41,16,0,1,0
U03964,Hollywood,479,2023-05,paid,147,0,8,26,52,10,35,70,15,50,101,0.57,2,0.26,20,23,0,1,0
U03965,Family,472,2023-03,paid,130,0,10,14,42,14,20,61,14,20,62,0.92,6,0.85,43,13,0,1,0
U03966,Hollywood,401,2025-10,paid,138,0,4,8,32,5,11,45,8,16,66,0.65,14,0.79,25,27,0,1,0
U03967,Hollywood,138,2025-07,organic,0,0,8,10,20,9,12,24,14,18,37,0.67,11,0.89,63,18,0,1,0
U03968,Hollywood,59,2023-02,paid,133,0,10,14,42,15,21,64,14,19,59,0.51,3,0.75,35,34,0,1,0
U03969,Hollywood,31,2023-11,organic,0,0,5,3,9,7,4,12,9,5,17,0.82,4,0.63,38,44,0,1,1
U03970,Hollywood,312,2025-07,organic,0,0,11,9,27,16,13,41,20,16,50,0.75,12,0.59,34,27,0,1,0
U03971,Family,126,2023-07,paid,145,0,15,9,27,18,11,33,24,14,43,0.69,0,0.38,27,11,0,1,0
U03972,Hollywood,311,2025-10,paid,85,0,12,31,124,14,38,152,19,49,199,0.92,9,0.32,38,28,0,1,0
U03973,Hollywood,149,2024-09,organic,0,0,10,9,27,14,13,39,19,17,52,0.8,3,0.47,24,12,0,1,0
U03974,Hollywood,66,2023-06,paid,75,0,17,12,36,25,17,53,29,20,62,0.69,4,0.9,45,12,0,1,0
U03975,Family,137,2025-04,paid,149,0,13,8,32,17,10,42,22,13,55,0.23,3,0.47,59,12,0,1,0
U03976,Family,461,2023-06,organic,0,0,12,16,48,16,22,67,20,26,80,0.53,7,0.88,50,20,0,1,0
U03977,Hollywood,310,2025-10,organic,0,0,12,25,50,16,34,69,25,53,106,0.41,0,0.4,23,31,0,1,0
U03978,Hollywood,232,2025-10,paid,121,0,5,8,16,7,11,23,8,13,27,0.38,6,0.84,24,34,0,1,1
U03979,Family,220,2024-09,organic,0,0,19,25,100,24,32,129,36,47,190,0.21,12,0.31,36,0,0,1,0
U03980,Hollywood,282,2024-03,paid,140,0,5,7,21,7,10,31,8,11,35,0.22,1,0.31,26,31,0,1,1
U03981,Hollywood,82,2024-09,organic,0,0,19,25,75,23,31,93,31,41,125,0.32,6,0.88,56,27,0,1,0
U03982,Hollywood,386,2024-07,paid,139,0,22,18,54,34,28,84,32,26,79,0.59,7,0.33,65,8,0,1,0
U03983,Family,442,2024-10,paid,99,0,3,10,20,4,13,27,6,20,41,0.59,9,0.2,50,21,0,1,0
U03984,Family,351,2025-02,organic,0,0,14,22,44,20,32,64,26,41,83,0.21,13,0.7,40,5,0,1,0
U03985,Family,222,2025-06,organic,0,0,2,4,12,2,5,16,4,8,25,0.21,6,0.37,22,22,0,1,1
U03986,Family,2,2025-08,paid,97,1,8,10,30,10,12,38,16,20,61,0.28,7,0.3,24,37,1,0,1
U03987,Hollywood,90,2025-04,paid,125,0,6,6,24,7,7,30,12,12,51,0.36,6,0.6,40,38,0,1,1
U03988,Family,203,2025-08,paid,93,0,9,10,40,11,12,50,16,18,74,0.29,4,0.71,64,25,0,1,0
U03989,Hollywood,193,2025-09,organic,0,0,8,13,52,12,19,79,12,19,78,0.51,3,0.21,26,6,0,1,0
U03990,Hollywood,462,2023-11,paid,93,0,7,14,28,10,20,40,13,26,53,0.5,14,0.9,39,16,0,1,0
U03991,Family,300,2025-03,paid,136,0,8,5,15,12,7,22,13,8,25,0.73,12,0.4,25,6,0,1,0
U03992,Hollywood,372,2025-02,paid,124,0,14,10,20,20,14,28,22,16,32,0.23,14,0.21,22,17,0,1,0
U03993,Hollywood,159,2024-03,paid,113,0,11,24,48,13,29,58,22,48,97,0.52,9,0.26,50,20,0,1,0
U03994,Hollywood,410,2024-04,organic,0,0,7,11,33,8,13,40,10,16,49,0.94,6,0.4,28,19,0,1,0
U03995,Family,67,2025-05,paid,98,0,3,7,28,3,9,36,4,10,43,0.66,1,0.23,52,42,0,1,1
U03996,Hollywood,337,2023-01,paid,116,0,7,17,34,9,23,46,15,37,74,0.3,6,0.22,23,40,0,1,1
U03997,Hollywood,459,2025-04,organic,0,0,9,17,68,11,20,83,17,33,132,0.36,6,0.76,37,34,0,1,1
U03998,Family,63,2024-09,paid,127,0,3,7,21,3,8,25,6,14,42,0.27,1,0.51,59,26,0,1,1
U03999,Hollywood,435,2023-01,organic,0,0,19,17,51,24,22,66,38,34,102,0.94,2,0.8,56,23,0,1,0
U04000,Family,126,2023-12,paid,135,0,22,23,92,30,31,127,36,38,152,0.54,4,0.39,24,23,0,1,0
U04001,Family,182,2024-09,paid,82,0,7,17,68,9,23,94,12,30,120,0.47,6,0.31,35,44,0,1,1
U04002,Family,307,2023-04,paid,124,0,10,8,32,15,12,48,18,14,58,0.53,11,0.44,36,11,0,1,0
U04003,Family,420,2023-05,paid,123,0,3,2,4,4,2,5,5,3,7,0.91,3,0.65,27,34,0,1,0
U04004,Hollywood,428,2025-03,paid,74,0,9,8,24,13,12,37,18,16,48,0.84,10,0.85,51,2,0,1,0
U04005,Family,400,2024-01,paid,83,0,6,8,24,8,11,35,11,15,47,0.58,2,0.4,23,39,0,1,1
U04006,Family,371,2024-03,paid,89,0,15,16,48,19,20,61,31,33,100,0.69,4,0.71,61,1,0,1,0
U04007,Hollywood,377,2024-04,organic,0,0,15,11,44,18,13,53,24,18,72,0.41,5,0.51,30,31,0,1,0
U04008,Hollywood,61,2023-10,paid,130,0,4,7,14,5,9,18,8,15,30,0.36,13,0.29,39,43,0,1,1
U04009,Family,338,2025-09,organic,0,0,13,25,50,16,32,65,19,37,74,0.54,2,0.5,33,24,0,1,0
U04010,Family,80,2025-07,organic,0,0,7,10,20,9,12,25,13,19,39,0.64,14,0.37,35,3,0,1,0
U04011,Family,325,2024-04,paid,75,0,8,5,10,10,6,13,13,8,17,0.29,0,0.36,39,8,0,1,0
U04012,Family,124,2025-08,organic,0,0,11,19,38,13,23,46,17,30,60,0.26,3,0.71,31,7,0,1,0
U04013,Hollywood,419,2024-05,paid,141,0,9,25,50,10,30,60,16,46,92,0.62,1,0.32,29,22,0,1,0
U04014,Hollywood,391,2024-05,organic,0,0,3,8,32,3,9,38,5,15,63,0.4,13,0.25,33,23,0,1,0
U04015,Hollywood,389,2023-05,paid,111,0,5,4,16,6,5,21,7,5,23,0.44,7,0.55,35,31,0,1,1
U04016,Family,476,2024-12,organic,0,0,11,18,54,15,26,78,15,26,78,0.3,8,0.87,21,8,0,1,0
U04017,Family,399,2025-09,organic,0,0,9,13,39,13,19,59,14,20,62,0.35,10,0.34,46,44,0,1,1
U04018,Family,275,2024-12,organic,0,0,6,3,12,7,3,15,12,6,25,0.25,13,0.4,69,12,0,1,0
U04019,Hollywood,371,2024-04,paid,128,0,5,4,12,6,5,15,7,6,18,0.2,2,0.76,53,8,0,1,0
U04020,Family,141,2023-12,organic,0,0,8,17,68,12,25,102,13,29,118,0.77,4,0.66,66,2,0,1,0
U04021,Hollywood,158,2024-05,paid,94,0,11,20,40,14,25,51,18,33,67,0.21,4,0.66,66,22,0,1,0
U04022,Family,113,2025-12,paid,90,0,11,12,48,13,15,61,18,20,80,0.68,1,0.89,21,27,0,1,0
U04023,Family,140,2025-05,paid,90,0,19,12,36,24,15,46,40,25,76,0.5,11,0.2,21,30,0,1,0
U04024,Family,185,2024-05,organic,0,0,14,12,36,22,19,57,26,22,68,0.72,4,0.3,56,5,0,1,0
U04025,Hollywood,63,2025-10,paid,136,0,3,8,16,3,9,19,6,16,33,0.64,14,0.4,41,37,0,1,1
U04026,Family,267,2024-02,paid,86,0,10,22,44,15,34,69,21,47,94,0.85,12,0.46,42,0,0,1,0
U04027,Family,245,2025-04,paid,116,0,8,9,36,12,14,57,17,19,77,0.85,12,0.26,57,23,0,1,0
U04028,Family,199,2024-01,paid,123,0,5,19,76,7,28,112,7,27,111,0.68,8,0.75,57,35,0,1,0
U04029,Family,476,2023-08,organic,0,0,5,11,33,7,16,49,7,16,48,0.47,10,0.72,31,21,0,1,0
U04030,Family,171,2025-10,organic,0,0,6,22,44,8,31,62,9,33,67,0.43,4,0.38,55,29,0,1,0
U04031,Family,165,2023-10,organic,0,0,2,7,28,2,8,34,4,14,58,0.58,14,0.6,31,15,0,1,0
U04032,Hollywood,51,2025-04,paid,132,0,15,15,30,20,20,40,23,23,47,0.55,9,0.64,34,3,0,1,0
U04033,Family,275,2025-02,organic,0,0,7,14,42,10,21,65,12,25,77,0.76,4,0.32,34,18,0,1,0
U04034,Hollywood,11,2025-08,paid,114,1,8,16,64,11,23,92,13,27,111,0.78,6,0.25,35,16,1,0,0
U04035,Family,280,2025-10,organic,0,0,3,6,18,3,7,22,4,8,26,0.67,4,0.58,45,4,0,1,0
U04036,Family,449,2025-11,organic,0,0,14,6,12,17,7,14,27,11,23,0.46,6,0.27,41,24,0,1,0
U04037,Family,352,2025-12,organic,0,0,4,7,14,4,8,17,8,15,30,0.51,3,0.79,46,44,0,1,1
U04038,Hollywood,334,2023-11,paid,89,0,8,10,30,12,15,47,15,19,58,0.25,3,0.4,45,4,0,1,0
U04039,Family,293,2025-01,paid,126,0,18,17,34,26,24,49,33,31,63,0.79,11,0.27,42,42,0,1,0
U04040,Family,306,2025-04,paid,77,0,5,6,18,6,8,24,10,12,36,0.72,5,0.5,56,34,0,1,0
U04041,Family,407,2025-08,organic,0,0,8,8,16,11,11,23,11,11,22,0.94,11,0.67,63,30,0,1,0
U04042,Family,224,2025-08,paid,146,0,5,11,22,6,14,28,8,19,39,0.83,3,0.39,42,4,0,1,0
U04043,Family,199,2024-03,paid,127,0,8,10,20,12,15,31,15,19,39,0.94,4,0.2,63,3,0,1,0
U04044,Hollywood,15,2024-07,organic,0,1,10,15,30,12,18,36,19,28,57,0.56,11,0.54,55,30,1,0,1
U04045,Hollywood,280,2025-05,paid,142,0,6,9,18,8,13,26,10,15,31,0.21,6,0.23,23,9,0,1,0
U04046,Hollywood,40,2025-09,paid,104,0,21,23,46,25,28,56,38,42,85,0.48,11,0.24,59,34,0,1,0
U04047,Hollywood,159,2024-09,paid,93,0,5,5,10,6,6,12,10,10,21,0.35,14,0.23,48,6,0,1,0
U04048,Hollywood,21,2023-04,organic,0,1,22,12,48,29,16,64,45,25,100,0.83,2,0.45,31,37,1,0,0
U04049,Hollywood,407,2023-10,paid,101,0,19,8,32,26,11,44,34,14,58,0.59,11,0.3,63,34,0,1,0
U04050,Family,192,2024-03,organic,0,0,5,8,16,7,12,25,9,14,29,0.49,9,0.61,55,4,0,1,0
U04051,Hollywood,231,2025-03,organic,0,0,14,31,93,17,37,113,23,51,153,0.76,5,0.4,34,34,0,1,0
U04052,Hollywood,151,2024-01,paid,92,0,2,5,20,3,7,31,3,9,36,0.9,7,0.49,40,8,0,1,0
U04053,Hollywood,108,2023-06,organic,0,0,14,19,76,22,29,119,26,35,142,0.92,14,0.9,52,7,0,1,0
U04054,Hollywood,360,2025-06,paid,85,0,4,8,16,5,11,23,6,13,27,0.72,7,0.25,46,21,0,1,0
U04055,Family,245,2023-05,paid,133,0,10,14,56,12,18,72,18,26,105,0.54,7,0.46,49,6,0,1,0
U04056,Hollywood,301,2023-12,paid,97,0,17,12,36,25,18,54,25,17,53,0.58,12,0.57,56,12,0,1,0
U04057,Family,411,2023-10,organic,0,0,3,4,8,4,5,11,5,7,14,0.22,14,0.48,62,32,0,1,1
U04058,Family,443,2023-05,organic,0,0,5,18,72,6,22,88,7,25,102,0.55,13,0.64,54,13,0,1,0
U04059,Hollywood,269,2025-12,organic,0,0,6,15,60,7,19,77,12,30,121,0.58,6,0.79,57,10,0,1,0
U04060,Family,143,2024-03,organic,0,0,14,19,38,19,27,54,21,29,59,0.53,6,0.57,30,1,0,1,0
U04061,Family,421,2025-03,organic,0,0,7,9,18,10,13,26,14,18,37,0.58,4,0.26,20,24,0,1,0
U04062,Hollywood,357,2024-10,organic,0,0,18,16,32,24,21,43,33,29,59,0.36,12,0.34,20,2,0,1,0
U04063,Hollywood,240,2023-08,organic,0,0,4,4,16,4,4,19,5,5,23,0.43,13,0.59,45,7,0,1,0
U04064,Hollywood,75,2024-10,paid,145,0,15,17,34,22,25,50,26,30,60,0.84,3,0.23,22,7,0,1,0
U04065,Family,62,2025-02,organic,0,0,6,8,16,7,9,19,11,14,29,0.88,13,0.66,62,3,0,1,0
U04066,Hollywood,46,2025-10,organic,0,0,6,19,76,7,23,94,12,40,162,0.82,5,0.58,45,1,0,1,0
U04067,Family,351,2024-11,organic,0,0,13,11,22,17,14,29,20,17,34,0.3,12,0.79,37,19,0,1,0
U04068,Hollywood,122,2025-02,paid,116,0,3,6,12,4,8,17,5,10,20,0.45,1,0.88,66,31,0,1,1
U04069,Family,62,2023-10,organic,0,0,11,9,18,13,11,22,22,18,37,0.77,1,0.26,59,3,0,1,0
U04070,Hollywood,228,2023-11,paid,142,0,6,12,36,8,16,48,10,20,61,0.47,1,0.62,42,41,0,1,1
U04071,Hollywood,229,2024-08,paid,142,0,7,11,22,9,15,30,11,17,34,0.9,5,0.57,36,32,0,1,0
U04072,Family,126,2024-06,organic,0,0,12,12,36,17,17,51,23,23,69,0.47,3,0.45,52,27,0,1,0
U04073,Family,292,2025-02,paid,146,0,13,12,36,16,15,45,25,23,69,0.47,2,0.59,66,27,0,1,0
U04074,Family,48,2024-08,paid,141,0,3,9,18,3,11,22,5,15,30,0.74,6,0.55,45,7,0,1,0
U04075,Family,123,2024-11,paid,96,0,10,14,42,13,19,57,14,20,61,0.55,2,0.9,21,26,0,1,0
U04076,Hollywood,434,2024-09,paid,125,0,5,9,27,7,13,39,10,18,55,0.38,14,0.28,45,20,0,1,0
U04077,Hollywood,302,2023-03,paid,142,0,2,7,28,2,10,41,3,12,50,0.67,11,0.82,22,26,0,1,0
U04078,Hollywood,129,2023-05,paid,113,0,7,16,32,8,19,39,11,26,52,0.2,9,0.85,64,7,0,1,0
U04079,Hollywood,180,2025-11,paid,102,0,9,10,20,11,13,26,13,15,30,0.87,9,0.69,33,39,0,1,0
U04080,Hollywood,378,2024-06,paid,144,0,5,5,10,7,7,15,8,8,17,0.4,2,0.85,30,36,0,1,1
U04081,Family,259,2025-01,organic,0,0,4,6,24,5,8,34,8,12,49,0.83,10,0.25,51,11,0,1,0
U04082,Hollywood,374,2024-06,organic,0,0,15,17,34,23,26,52,29,32,65,0.54,9,0.87,42,10,0,1,0
U04083,Family,335,2025-03,organic,0,0,14,18,72,18,23,93,29,38,153,0.39,4,0.72,23,44,0,1,1
U04084,Hollywood,125,2025-09,paid,143,0,15,17,34,19,22,44,32,36,72,0.31,12,0.74,20,11,0,1,0
U04085,Family,5,2025-07,organic,0,1,7,12,24,10,17,35,11,20,40,0.25,1,0.34,64,33,1,0,1
U04086,Hollywood,17,2024-11,organic,0,1,15,12,48,19,15,61,28,22,90,0.55,14,0.81,20,31,1,0,0
U04087,Hollywood,396,2023-09,paid,121,0,15,17,68,20,23,94,26,29,118,0.91,8,0.5,59,7,0,1,0
U04088,Hollywood,291,2024-02,paid,138,0,20,13,52,29,19,77,31,20,82,0.31,4,0.64,46,8,0,1,0
U04089,Family,361,2025-04,paid,114,0,7,6,18,8,7,22,14,12,36,0.85,7,0.61,47,15,0,1,0
U04090,Hollywood,286,2023-06,paid,106,0,7,5,20,10,7,29,13,9,37,0.5,3,0.31,68,35,0,1,1
U04091,Hollywood,62,2024-03,paid,117,0,4,16,32,5,20,40,7,29,58,0.4,5,0.25,58,28,0,1,0
U04092,Hollywood,227,2023-09,organic,0,0,9,7,21,12,10,30,13,10,31,0.81,5,0.83,50,3,0,1,0
U04093,Family,314,2023-03,paid,130,0,5,10,30,6,12,37,9,18,55,0.73,0,0.9,56,6,0,1,0
U04094,Hollywood,481,2024-10,paid,149,0,5,9,36,7,14,57,8,15,63,0.27,10,0.55,24,18,0,1,0
U04095,Hollywood,40,2024-07,paid,87,0,6,15,30,8,21,43,8,21,42,0.63,7,0.54,48,21,0,1,0
U04096,Hollywood,252,2023-12,organic,0,0,22,10,30,29,13,40,38,17,52,0.87,6,0.39,51,36,0,1,0
U04097,Family,436,2023-06,paid,111,0,3,11,33,3,14,43,6,23,70,0.43,5,0.76,32,41,0,1,1
U04098,Hollywood,493,2025-03,organic,0,0,6,16,48,8,22,68,9,26,79,0.37,14,0.8,63,14,0,1,0
U04099,Family,6,2024-01,paid,122,1,18,27,81,22,33,101,35,52,158,0.48,13,0.34,25,12,1,0,0
U04100,Family,50,2023-06,paid,130,0,12,13,52,15,16,65,25,27,110,0.3,10,0.45,63,9,0,1,0
U04101,Hollywood,263,2023-10,organic,0,0,4,16,32,6,25,51,6,24,48,0.79,13,0.39,27,24,0,1,0
U04102,Hollywood,4,2025-04,paid,82,1,3,3,12,4,4,17,6,6,26,0.34,0,0.54,52,10,1,0,0
U04103,Family,258,2025-05,paid,136,0,6,24,48,7,31,63,11,44,88,0.4,12,0.29,39,20,0,1,0
U04104,Family,182,2024-08,organic,0,0,12,15,30,19,23,47,20,25,50,0.55,14,0.54,40,9,0,1,0
U04105,Hollywood,18,2024-10,organic,0,1,7,15,45,10,21,65,14,31,94,0.77,10,0.71,68,42,1,0,1
U04106,Hollywood,489,2025-03,paid,120,0,13,18,36,17,24,49,18,26,52,0.36,4,0.9,20,34,0,1,0
U04107,Hollywood,344,2025-06,paid,96,0,16,13,26,20,17,34,26,21,43,0.86,4,0.68,54,42,0,1,0
U04108,Hollywood,343,2024-02,paid,107,0,4,10,40,6,15,60,5,14,58,0.43,2,0.28,47,37,0,1,1
U04109,Family,427,2025-12,paid,132,0,10,7,21,14,10,31,19,13,39,0.25,7,0.29,24,31,0,1,1
U04110,Hollywood,350,2025-06,organic,0,0,5,8,16,7,12,24,7,12,24,0.78,5,0.5,21,44,0,1,1
U04111,Family,86,2025-05,paid,102,0,6,6,24,8,8,35,12,12,50,0.88,10,0.38,51,35,0,1,0
U04112,Family,192,2024-10,organic,0,0,16,19,38,20,24,48,32,38,77,0.49,4,0.88,50,25,0,1,0
U04113,Family,23,2025-03,paid,111,1,9,14,28,13,20,41,14,23,46,0.26,8,0.81,22,29,1,0,1
U04114,Family,270,2023-07,paid,101,0,15,24,48,23,37,75,32,52,104,0.34,7,0.78,37,27,0,1,0
U04115,Hollywood,266,2023-07,paid,144,0,7,13,52,11,20,81,13,25,102,0.67,6,0.82,48,7,0,1,0
U04116,Hollywood,353,2023-08,paid,72,0,11,18,36,15,26,52,24,39,78,0.77,13,0.8,44,14,0,1,0
U04117,Hollywood,489,2025-02,paid,105,0,3,3,6,4,4,9,5,5,11,0.46,5,0.72,39,13,0,1,0
